07H00467;TENIENTE HUGO ORTIZ;11;1;1;1;1;70255;Presencial;Matutina
07H00430;VICENTE ROCAFUERTE;14;1;1;1;1;70254;Presencial;Matutina
07H00446;PROF  ROBERTO CORREA SANCHEZ;7;1;1;1;1;70254;Presencial;Matutina
07H00447;CORDILLERA DEL CONDOR;8;1;1;1;1;70254;Presencial;Matutina
07H00448;9 DE OCTUBRE;15;2;1;1;1;70254;Presencial;Matutina
07H00450;PALMALES;15;2;1;1;1;70254;Presencial;Matutina
07H00452;CABO LUIS MINACHO PADILLA;11;2;1;1;1;70254;Presencial;Matutina
07H00453;RIO ARENILLAS;21;3;1;1;1;70254;Presencial;Matutina
07H00455;VICENTE ANDA AGUIRRE;8;1;1;1;1;70254;Presencial;Matutina
07H00457;JOSE MIGUEL ALVAREZ;7;1;1;1;1;70254;Presencial;Matutina
07H00459;24 DE MAYO;24;3;1;1;1;70254;Presencial;Matutina
07H00451;ABDON CALDERON MUÃ‘OZ;215;17;1;1;1;70254;Presencial;Matutina
07H00423;ELOY ALFARO;24;3;1;1;1;70250;Presencial;Matutina
07H00425;CARLOS VELASCO DURAN;12;1;1;1;1;70250;Presencial;Matutina
07H00426;REMIGIO CRESPO TORAL;6;1;1;1;1;70250;Presencial;Matutina
07H00449;24 DE AGOSTO;9;1;1;1;1;70254;Presencial;Matutina
07H00454;AURELIO SOLIS;14;1;1;1;1;70254;Presencial;Matutina
07H00461;JHON CESAR CHERREZ;10;1;1;1;1;70254;Presencial;Matutina
07H00399;SOC LEONOR ROLDAN DE TINOCO;17;1;1;1;1;70250;Presencial;Matutina
07H00414;MARIA PIEDAD CASTILLO DE LEVI;526;23;1;1;1;70250;Presencial;Matutina
07H00421;PRIMERO DE JUNIO;86;5;1;1;1;70250;Presencial;Matutina
07H00434;LAS AMERICAS;39;2;1;1;1;70250;Presencial;Matutina
07H01480;EUGENIO  ESPEJO     -  EXTENSIÃ“N;273;10;1;1;2;70250;A Distancia;Matutina
07H01488;CIUDADELA LA LIBERTAD;11;1;1;1;2;70250;Presencial;Nocturna
07H00469;REPUBLICA DE ARGENTINA;31;4;1;1;1;70350;Presencial;Matutina
07H00471;JUAN LEON MERA;106;11;1;1;1;70350;Presencial;Matutina
07H00473;DAVID GUZMAN;7;3;1;1;1;70350;Presencial;Matutina
07H00475;13 DE JULIO;171;12;1;1;1;70350;Presencial;Matutina
07H00476;GASTON FIGUEIRA;5;1;1;1;1;70350;Presencial;Matutina
07H00478;CELIA LUCIA PONTON MATAMOROS;24;3;1;1;1;70351;Presencial;Matutina
07H00480;DIEZ DE AGOSTO;41;5;1;1;1;70351;Presencial;Matutina
07H00481;AMAZONAS;11;2;1;1;1;70351;Presencial;Matutina
07H00482;MERCEDES  MOROCHO;16;3;1;1;1;70351;Presencial;Matutina
07H00485;AYAPAMBA;111;13;1;1;1;70351;Presencial;Matutina
07H00488;REPUBLICA DE MEXICO;147;18;1;1;1;70352;Presencial;Matutina
07H00491;BLANCA LIDIA ORDOÃ‘EZ VASQUEZ;18;3;1;1;1;70352;Presencial;Matutina
07H00493;ATAHUALPA;13;2;1;1;1;70353;Presencial;Matutina
07H00494;EL ORO;17;3;1;1;1;70354;Presencial;Matutina
07H00495;CARLOS REYES ANDRADE;27;4;1;1;1;70354;Presencial;Matutina
07H00496;ODALIA  ARÃUZ;20;3;1;1;1;70355;Presencial;Matutina
07H00472;ANGEL TINOCO RUIZ;271;27;1;1;1;70350;Presencial;Matutina
07H00470;SOR AMALIA URIGUEN ESPINOZA;18;3;1;1;1;70350;Presencial;Matutina
07H01413;CENTRO CRISJAY;10;1;1;1;2;70351;Presencial;Matutina y Vespertina
07H00483;6 DE ABRIL;108;7;1;1;1;70351;Presencial;Matutina
07H00486;25 DE ABRIL;12;3;1;1;1;70351;Presencial;Matutina
07H00487;REPUBLICA DE VENEZUELA;9;1;1;1;1;70351;Presencial;Matutina
07H00492;GRAL. VICENTE ANDA AGUIRRE;9;2;1;1;1;70353;Presencial;Matutina
07H01419;BUZA;9;1;1;1;2;70351;Presencial;Vespertina y Nocturna
07H01420;SAN JOSE;10;1;1;1;2;70354;Presencial;Matutina y Vespertina
07H01421;MILAGRO;12;1;1;1;2;70353;Presencial;Matutina y Vespertina
07H01422;TARAPAL;10;0;1;1;2;70351;Presencial;Matutina y Vespertina
07H01433;APARTADERO;14;1;1;1;2;70351;Presencial;Vespertina y Nocturna
07H01311;PIO JARAMILLO ALVARADO;11;1;1;1;1;70450;Presencial;Matutina
07H00498;SAN FRANCISCO DE ASIS;239;17;1;2;1;70450;Presencial;Matutina y Vespertina
07H00499;CENTRO  ARTESANAL  NAPO PASTAZA;98;7;1;1;2;70450;Presencial;Nocturna
07H00503;LUZ VICTORIA RIVERA DE MORA;616;27;1;1;1;70450;Presencial;Matutina y Vespertina
07H00506;GENERAL  VICENTE ANDA AGUIRRE;858;51;1;1;1;70450;Presencial;Matutina y Nocturna
07H00508;PADRE JUAN DE VELASCO;16;1;1;1;1;70450;Presencial;Matutina
07H00509;PROVINCIA NAPO PASTAZA;339;18;1;1;1;70450;Presencial;Matutina
07H00510;JACINTO EUSEBIO ROMERO APOLO;12;1;1;1;1;70450;Presencial;Matutina
07H00512;CIUDAD DE BALSAS;10;1;1;1;1;70451;Presencial;Matutina
07H00513;VIRGILIO LOAYZA AÃ‘AZCO;8;1;1;1;1;70450;Presencial;Matutina
07H00515;PROFESOR LEOVIGILDO LOAYZA LOAYZA;27;3;1;1;1;70451;Presencial;Matutina
07H00516;RED EDUCATIVA DE BELLAMARIA;284;19;1;1;1;70451;Presencial;Matutina
07H01457;DUMARÃ;11;1;1;1;2;70550;Presencial;Vespertina
07H01308;27 DE NOVIEMBRE;3;1;1;1;1;70550;Presencial;Matutina
07H00522;DR  EDMUNDO CARBO;27;1;1;1;1;70550;Presencial;Matutina
07H00527;DEFENSORES DEL CENEPA;4;1;1;1;1;70550;Presencial;Matutina
07H00532;VICTOR MANUEL NAGUA GUANUCHE;4;1;1;1;1;70550;Presencial;Matutina
07H00536;21 DE JULIO;8;1;1;1;1;70550;Presencial;Matutina
07H00549;ALFONSO OTILIO YUPANGUI NAGUA;11;1;1;1;1;70550;Presencial;Matutina
07H00556;25 DE JULIO;17;1;1;1;1;70550;Presencial;Matutina
07H00524;NÃ‰STOR ALEJANDRO CAIMINAGUA PACHECO;4;1;1;1;1;70550;Presencial;Matutina
07H00543;MANUEL HORTENCIO NAGUA;7;1;1;1;1;70550;Presencial;Matutina
07H00544;LAURO DAVILA ECHEVERRIA;35;2;1;1;1;70550;Presencial;Matutina
07H01454;SHIQUIL;15;0;1;1;2;70550;Presencial;Vespertina
07H01455;SHIGUIL;20;1;1;3;2;70550;Presencial;Vespertina
07H00533;ANGEL BALDOMERO NAGUA;4;1;1;1;1;70550;Presencial;Matutina
07H00537;LEONARDO ARAUJO MENDOZA;20;2;1;1;1;70550;Presencial;Matutina
07H00538;CENTRO ARTESANAL  CHILLA;15;0;1;1;2;70550;Presencial;Vespertina y Nocturna
07H00539;JORGE ICAZA CORONEL;30;4;1;1;1;70550;Presencial;Matutina
07H00545;26 DE SEPTIEMBRE;5;1;1;1;1;70550;Presencial;Matutina
07H00548;BELISARIO FAJARDO;29;5;1;1;1;70550;Presencial;Matutina
07H00554;JORGE CHILES CORREA;10;3;1;1;1;70550;Presencial;Matutina
07H00555;CIUDAD DE CHILLA;2;1;1;1;1;70550;Presencial;Matutina
07H00557;LA INMACULADA;120;9;1;1;1;70550;Presencial;Matutina
07H00558;MEDARDO ANGEL SILVA;10;2;1;1;1;70550;Presencial;Matutina
07H01341;8 DE SEPTIEMBRE;20;1;1;1;2;70550;Presencial;Vespertina
07H00551;EMILIO  ROSALINO ASANZA ROMERO;7;1;1;1;1;70550;Presencial;Matutina
07H00547;TERESA ARCAYA GERMAN;3;1;1;1;1;70550;Presencial;Matutina
07H00553;ANGEL MARIA COJITAMBO MACAS;60;7;1;1;1;70550;Presencial;Matutina
07H00550;CHILLA;137;16;1;1;1;70550;Presencial;Matutina
07H01472;VICENTE  MAYA;87;2;1;1;2;70550;A Distancia;Matutina
07H01485;SIN NOMBRE;5;1;1;1;1;70550;Presencial;Matutina
07H00642;ZORAIDA MORA DE FRANCO;74;5;1;1;1;70652;Presencial;Matutina
07H00643;CHARBEL JOSE FADUL SERRANO;99;10;1;1;1;70652;Presencial;Matutina
07H00645;SERVIO SERRANO CORREA;130;7;1;1;1;70652;Presencial;Matutina
07H00639;GUADALUPE FERNANDEZ DE CASTRO;395;16;1;1;1;70652;Presencial;Matutina
07H01415;JERUSALEN;24;1;1;1;2;70650;Presencial;Nocturna
07H00581;5 DE ABRIL;61;5;1;1;1;70650;Presencial;Matutina
07H00584;JOSE MARIA MORA GONZALEZ;438;20;1;2;1;70650;Presencial;Matutina
07H00586;GENERAL MANUEL SERRANO RENDA;835;26;1;1;1;70650;Presencial;Matutina
07H00599;INSTITUTO  7 DE SEPTIEMBRE;43;12;1;2;1;70650;Presencial;Matutina
07H00614;JORGE ALEX SERRANO AGUILAR;753;26;1;1;1;70650;Presencial;Vespertina
07H00616;REPUBLICA DE COSTA RICA;25;1;1;1;1;70650;Presencial;Matutina
07H00622;LA DOLOROSA;59;9;1;2;2;70650;Presencial;Matutina
07H00566;VIRGEN MARIA AUXILIADORA;26;5;1;2;1;70650;Presencial;Matutina
07H00569;SEGUNDO COELLO FIGUEROA;132;8;1;1;1;70650;Presencial;Matutina
07H00574;DR JOSE MARIA VELASCO IBARRA;1456;56;1;1;1;70650;Presencial;Matutina
07H00598;REPUBLICA DE FRANCIA;118;7;1;1;1;70650;Presencial;Matutina
07H00608;LATINOAMERICANO;82;9;1;2;1;70650;Presencial;Matutina
07H00585;VICTORIA CAÃ‘ARTE DE ORELLANA;66;7;1;1;1;70650;Presencial;Matutina
07H00594;JOSE LUIS MOLESTINA;44;5;1;1;1;70650;Presencial;Matutina
07H00596;OSCAR EFREN REYES;567;20;1;1;1;70650;Presencial;Matutina y Vespertina
07H00603;SAN ANTONIO DE PADUA;49;7;1;1;3;70650;Presencial;Matutina
07H00604;BOLIVIA  SERRANO MURILLO;686;26;1;1;1;70650;Presencial;Matutina
07H00606;ESPIRITU SANTO;118;13;1;2;1;70650;Presencial;Matutina
07H00607;LUCERITO;99;8;1;2;1;70650;Presencial;Matutina
07H00609;ATI II PILLAHUAZO;192;17;1;2;1;70650;Presencial;Matutina y Vespertina
07H00610;DARWIN SERRANO CORREA;322;13;1;1;1;70650;Presencial;Matutina
07H00613;PROVINCIA DE  EL  ORO;145;10;1;1;1;70650;Presencial;Matutina
07H00615;INSTITUTO ARTESANAL EL GUABO;256;12;1;1;2;70650;Presencial;Vespertina
07H00617;EL GUABO;345;18;1;1;1;70650;Presencial;Vespertina y Nocturna
07H00619;DR JOSE MIGUEL GARCIA MORENO;663;31;1;1;1;70650;Presencial;Matutina
07H00625;JUAN MONTALVO MEDINA CALDERON;81;7;1;1;1;70650;Presencial;Matutina
07H00567;MARIA DEL CARMEN;96;7;1;2;1;70650;Presencial;Matutina
07H00571;JOSE MORA QUIÃ‘ONEZ;226;19;1;2;1;70650;Presencial;Matutina
07H00576;GRAL JOSE MARIA CORDOVA;79;6;1;1;1;70650;Presencial;Matutina
07H00605;ZOILA UGARTE DE LANDIVAR;590;23;1;1;1;70650;Presencial;Matutina y Vespertina
07H00621;LUIS AGUILAR MARIN;109;7;1;1;1;70650;Presencial;Matutina
07H00602;ZOILA UGARTE DE LANDIVAR;60;2;1;1;2;70650;Presencial;Nocturna
07H00631;MILTON BORJA RAMIREZ;130;7;1;1;1;70650;Presencial;Matutina
07H00674;FILOMENA CORREA DE SERRANO;76;6;1;1;1;70653;Presencial;Matutina
07H00680;CENTRO DE EDUCACION POPULAR 10  DE AGOSTO;23;1;1;1;2;70653;Presencial;Vespertina y Nocturna
07H00593;OVIDIO DECROLY;18;4;1;1;1;70651;Presencial;Matutina
07H00626;6  DE AGOSTO;637;31;1;1;1;70651;Presencial;Vespertina y Nocturna
07H00630;LUIS FELIPE BORJA;168;10;1;1;1;70651;Presencial;Matutina
07H00633;OTILIA MARIA SERRANO PAREJA;115;6;1;1;1;70651;Presencial;Matutina
07H00634;ENRIQUE RUILOVA;24;4;1;1;1;70651;Presencial;Matutina
07H00635;PROVINCIA DE LOS RIOS;827;29;1;1;1;70651;Presencial;Matutina y Vespertina
07H00636;ANTONIA PROAÃ‘O DE SANCHEZ;62;8;1;2;1;70651;Presencial;Matutina
07H00647;CORONEL JOSE MADERO VARGAS;131;7;1;1;1;70653;Presencial;Matutina
07H00659;15 DE ABRIL;20;1;2;1;1;70653;Presencial;Matutina
07H00678;GRAN COLOMBIA;235;18;1;1;1;70653;Presencial;Matutina
07H00679;CARLOS NAPOLEON MERA;77;2;1;1;1;70653;Presencial;Matutina
07H00629;DR. ROMULO CEDILLO ZEA;37;4;1;1;1;70651;Presencial;Matutina
07H00637;CORAZON DE MARIA;14;2;1;2;1;70650;Presencial;Matutina
07H00663;REPUBLICA DE ESPAÃ‘A;13;3;1;1;1;70653;Presencial;Matutina
07H00673;JAMBELI;331;19;1;1;1;70653;Presencial;Matutina
07H01297;JOSE HOMERO SERRANO RAMIREZ;40;4;1;1;1;70654;Presencial;Matutina
07H00676;MARGARITA BONILLA DE MURO;15;1;1;1;1;70654;Presencial;Matutina
07H00677;POMPEYO FERNANDEZ MARQUEZ;50;7;1;1;1;70654;Presencial;Matutina
07H00681;EL PARAISO;32;3;1;1;1;70654;Presencial;Matutina
07H00646;14 DE JULIO;31;3;1;1;1;70654;Presencial;Matutina
07H00653;CIUDAD DE MACHALA;81;6;1;1;1;70654;Presencial;Matutina
07H00655;WILSON BETANCOURT;120;7;1;1;1;70654;Presencial;Matutina
07H00656;TENIENTE GUSTAVO LEDESMA;34;5;1;1;1;70654;Presencial;Matutina
07H00658;JUAN SEMIGLIA;142;12;1;1;1;70654;Presencial;Matutina
07H00664;30 DE AGOSTO;13;1;1;1;1;70654;Presencial;Matutina
07H00665;ANGEL RIZZO SBRECIA;109;7;1;1;1;70654;Presencial;Matutina
07H00666;MANUEL ISAAC ENCALADA ZUÃ‘IGA;286;31;1;1;1;70654;Presencial;Matutina
07H00668;JUAN PABLO II;6;1;1;1;1;70654;Presencial;Matutina
07H00671;DR EUGENIO ESPEJO  35;108;8;1;1;1;70654;Presencial;Matutina
07H00672;TULA PEREZ DE VALENCIA;266;14;1;1;1;70654;Presencial;Matutina y Vespertina
07H00657;DR CARLOS CORNEJO ORBE;254;14;1;1;1;70654;Presencial;Matutina
07H01473;VICENTE  MAYA;16;1;1;1;2;70650;A Distancia;Matutina
07H01474;VICENTE  MAYA  2;318;10;1;1;2;70650;A Distancia;Matutina
07H01412;JOSE MAYON;28;1;1;1;2;70701;Presencial;Vespertina
07H00684;MAXIMILIANO PEÃ‘ALOZA CASTRO;205;9;1;1;1;70701;Presencial;Matutina
07H00687;JOSE ANSELMO GARCIA CAJAMARCA;450;20;1;1;1;70701;Presencial;Matutina
07H00693;ANGEL POLIVIO MARQUEZ PACHECO;605;22;1;1;1;70701;Presencial;Matutina
07H00698;16 DE JULIO;206;10;1;1;1;70702;Presencial;Matutina
07H00715;JUAN MONTALVO;124;17;1;2;1;70704;Presencial;Matutina
07H00720;PRIMERO DE OCTUBRE;28;1;1;1;2;70705;Presencial;Vespertina
07H00725;ALEJANDRO CAMPOVERDE ANDRADE;36;4;1;1;1;70704;Presencial;Nocturna
07H00728;JAIME HURTADO GONZALEZ;212;8;1;1;1;70705;Presencial;Matutina
07H00731;PROF NANCY ALBAN CASTRO;100;5;1;1;1;70705;Presencial;Matutina
07H00733;PRESIDENTE JAIME ROLDOS AGUILERA;414;20;1;1;1;70705;Presencial;Matutina
07H00735;DON BOSCO;272;22;1;2;1;70705;Presencial;Matutina
07H00736;ESPIRITU DE SABIDURIA;154;24;1;2;1;70705;Presencial;Matutina
07H00738;PRINCIPE DE PAZ;153;11;1;2;1;70705;Presencial;Matutina y Vespertina
07H00745;SEIS DE OCTUBRE;747;43;1;1;1;70701;Presencial;Matutina y Nocturna
07H00559;MARIA LEONOR MINUCHE ARMIJOS;47;6;1;1;1;70701;Presencial;Matutina
07H00561;MANUEL REINALDO BENALCAZAR CASTILLO;141;9;1;1;1;70705;Presencial;Matutina
07H00695;REMIGIO GEO GOMEZ GUERRERO;1677;86;1;1;1;70701;Presencial;Matutina
07H00729;ERNESTINA VALAREZO MOSQUERA;149;7;1;1;1;70705;Presencial;Matutina
07H00732;CLOTARIO IÃ‘IGUEZ LUZURIAGA;346;13;1;1;1;70705;Presencial;Matutina
07H00741;UNIDAD EDUC  DEL MILENIO  LIC OLGA CAMPOVERDE C;736;41;1;1;1;70705;Presencial;Matutina
07H01482;VICENTE  MAYA    -  EXTENSIÃ“N;83;4;1;1;2;70705;A Distancia;Matutina
07H00683;HUAQUILLAS;1531;88;1;1;1;70701;Presencial;Vespertina y Nocturna
07H00685;PRIMERO DE OCTUBRE;557;22;1;1;1;70701;Presencial;Matutina
07H00689;LICEO EDUCATIVO JUAN XXIII;641;19;1;1;1;70701;Presencial;Matutina
07H00697;MONSEÃ‘OR LEONIDAS PROAÃ‘O VILLALBA;837;40;1;4;1;70702;Presencial;Matutina
07H00700;MATILDE HIDALGO DE PROCEL;331;18;1;1;1;70702;Presencial;Matutina
07H00703;CLEMENCIA GRANDA ROMERO;61;6;1;1;1;70703;Presencial;Matutina
07H00704;VICENTE PUERTAS CITELLY;160;7;1;1;1;70703;Presencial;Matutina
07H00708;PROF HELENA CRIOLLO RETTO;382;15;1;1;1;70704;Presencial;Matutina
07H00709;CENTRO DE FORMACION ARTESANAL FISCAL HUAQUILLAS;203;13;1;1;2;70702;Presencial;Nocturna
07H00710;CAP CESAR EDMUNDO CHIRIBOGA GONZALEZ;714;23;1;1;1;70704;Presencial;Matutina
07H00711;CIUDAD DE MACARA;37;7;1;2;1;70704;Presencial;Matutina
07H00719;INSTITUTO DE EDUCACION ESPECIAL HUAQUILLAS;80;3;1;1;3;70704;Presencial;Matutina
07H00722;RODRIGO CHAVEZ GONZALEZ;357;18;1;1;1;70704;Presencial;Matutina
07H00726;FROILAN SUQUINAGUA BERMEO;145;8;1;1;1;70704;Presencial;Matutina
07H00562;NIÃ‘OS DE BELEN;86;10;1;2;1;70702;Presencial;Matutina
07H00564;CIUDAD DE HUAQUILLAS   RED EDUCATIVA H1;868;42;1;1;1;70702;Presencial;Matutina
07H00565;MARCO ARTURO PEREIRA LARREA;12;1;1;1;1;70701;Presencial;Nocturna
07H00727;SARA SERRANO DE MARIDUEÃ‘A;422;24;1;1;1;70704;Presencial;Vespertina
07H00706;LCDO ALONSO CRISTOBAL CAMPOVERDE CAMPOVERDE;118;9;1;1;1;70703;Presencial;Matutina
07H00712;GRAL VICENTE ANDA AGUIRRE;348;19;1;1;1;70704;Presencial;Matutina
07H00723;REPUBLICA DEL ECUADOR NO 52;534;23;1;1;1;70704;Presencial;Matutina
07H00724;JACINTA VALDIVIEZO BANEGAS;515;22;1;1;1;70704;Presencial;Matutina
07H01312;SEMILLITAS DE SION;27;0;1;2;1;70703;Presencial;Matutina
07H01490;DR. EUGENIO ESPEJO;26;0;1;2;2;70703;Presencial;Vespertina
07H01484;JOSÃ‰ MARÃA VELAZ;146;7;1;3;2;70701;A Distancia;Matutina
07H01466;VALLE HERMOSO;13;1;1;1;2;71401;Presencial;Vespertina
07H01338;CASA COMUNAL PARROQUIA LA LIBERTAD;12;1;1;1;2;71451;Presencial;Nocturna
07H01271;HECTOR LARA ZAMBRANO;6;1;1;1;1;71401;Presencial;Matutina
07H01272;NICOLAS VALDANO RAFFO;38;4;1;1;1;71401;Presencial;Matutina
07H01273;EUGENIO ESPEJO;291;21;1;1;1;71401;Presencial;Matutina
07H01275;MAYOR  ALFONSO NEGRETE;9;1;1;1;1;71401;Presencial;Matutina
07H01276;CIUDAD DE LOJA;198;8;1;1;1;71401;Presencial;Matutina
07H01278;LUIS FELIPE SANCHEZ;7;1;1;1;1;71451;Presencial;Matutina
07H01279;3 DE NOVIEMBRE;6;1;1;1;1;71451;Presencial;Matutina
07H01280;HONORATO VASQUEZ;3;1;1;1;1;71451;Presencial;Matutina
07H01281;FRANCISCO ARCELLES TALLEDO;4;1;1;1;1;71401;Presencial;Matutina
07H01282;PROVINCIA DE TUNGURAHUA;27;3;1;1;1;71452;Presencial;Matutina
07H01284;TENIENTE RODRIGUEZ;2;1;1;1;1;71452;Presencial;Matutina
07H01286;DOLORES CARREÃ‘O DE MORA;25;2;1;1;1;71452;Presencial;Matutina
07H01287;DR. LAUTARO CASTILLO RAMIREZ;6;1;1;1;1;71452;Presencial;Matutina
07H01288;BATALLON MONTECRISTI;4;1;1;1;1;71453;Presencial;Matutina
07H01289;JUAN LEON MERA;151;14;1;1;1;71453;Presencial;Matutina
07H01339;LA VICTORIA;14;1;1;1;2;71401;Presencial;Vespertina
07H01199;DR. JOSE MARIA VELAZCO IBARRA;25;2;1;1;1;71451;Presencial;Matutina
07H01200;PROVINCIA DE ESMERALDAS;10;1;1;1;1;71451;Presencial;Matutina
07H01206;JORGE YEPEZ CARRANZA;21;2;1;1;1;71451;Presencial;Matutina
07H01213;TENIENTE GUSTAVO LEDESMA  VASQUEZ;10;1;1;1;1;71452;Presencial;Matutina
07H01222;10 DE AGOSTO;3;1;1;1;1;71453;Presencial;Matutina
07H01194;RED  PLATANILLO;255;18;1;1;1;71401;Presencial;Matutina
07H01477;VICENTE  MAYA;98;5;1;1;2;71401;A Distancia;Matutina
07H01321;VOLUNTAD DE DIOS;30;1;1;1;2;70104;Presencial;Vespertina
07H01326;LUZ DE AMERICA;30;1;1;1;2;70104;Presencial;Vespertina
07H01327;LOS ANGELES;30;1;1;1;2;70104;Presencial;Nocturna
07H01328;NUEVO PILO;25;1;1;1;2;70104;Presencial;Vespertina y Nocturna
07H00393;MANUELA CAÃ‘IZARES;196;14;1;1;1;70105;Presencial;Matutina y Vespertina
07H00359;MI LINDO ECUADOR;82;9;1;2;1;70104;Presencial;Matutina
07H00196;JESUS DEL GRAN PODER;43;9;1;2;1;70104;Presencial;Matutina
07H00205;AMERICA QUALITY SCHOOL;18;4;1;2;1;70104;Presencial;Matutina
07H00236;MANUEL CENTENO GARZON;96;7;1;1;1;70105;Presencial;Matutina
07H00191;OSWALDO GUAYASAMIN;152;15;1;2;1;70104;Presencial;Matutina
07H00192;LOS PASTORCITOS;36;1;1;2;1;70104;Presencial;Matutina
07H00008;COMBATE DE PILO;440;21;1;1;1;70104;Presencial;Matutina
07H00079;SAN CARLOS;55;7;1;2;1;70104;Presencial;Matutina
07H00807;VICENTE MAYA;794;24;1;1;1;70102;A Distancia;Matutina
07H00344;INNFA;16;1;1;1;1;70102;Presencial;Matutina
07H00187;EMPRESARIAL ORENSE;913;43;1;2;1;70104;Presencial;Matutina
07H00094;EL BOSQUE;24;1;1;1;2;70101;Presencial;Nocturna
07H00297;9  DE OCTUBRE;134;8;1;1;1;70102;Presencial;Matutina
07H00301;AUGUSTO MINUCHE GARRIDO;325;15;1;1;1;70102;Presencial;Matutina
07H00332;ENRIQUE MORA SARES   RED EDUCATIVA  MA2;479;28;1;1;1;70102;Presencial;Matutina
07H00206;RÃ“MULO VIDAL ZEA;435;22;1;1;1;70104;Presencial;Matutina
07H00208;MATILDE HIDALGO DE PROCEL;370;27;1;1;1;70104;Presencial;Matutina
07H00209;HEROES DE JAMBELI;354;16;1;1;1;70104;Presencial;Matutina
07H00210;LOS PANCHITOS;35;2;1;1;1;70104;Presencial;Matutina
07H00213;JAIME ROLDOS AGULERA;602;22;1;1;1;70104;Presencial;Matutina
07H00214;CAMILO GALLEGOS;525;20;1;1;1;70104;Presencial;Matutina y Vespertina
07H00215;REPÃšBLICA DEL PERÃš;906;38;1;1;1;70104;Presencial;Matutina y Nocturna
07H00289;HEROES DE JAMBELI;149;14;1;1;1;70102;Presencial;Vespertina
07H00184;12 DE NOVIEMBRE;280;10;1;1;1;70104;Presencial;Matutina
07H00028;CRUZ RAMIREZ DE CRUZ;407;17;1;1;1;70101;Presencial;Matutina
07H00059;PAUL HARRIS;299;19;1;1;1;70101;Presencial;Matutina
07H01464;RAYITO DE LUZ;31;1;1;1;2;70101;Presencial;Nocturna
